name,year,citationcount,affiliation,paperID
Jeffrey Heer,2013,141,stanford university,53e9a818b7602d970315b37c
Benjamin Bach,2012,34,"INRIA, France",53e9a825b7602d970316dd98
Andre Spritzer,2012,34,"Universidade Federal do Rio Grande do Sul, Brazil",53e9a825b7602d970316dd98
Evelyne Lutton,2012,34,"INRIA, France",53e9a825b7602d970316dd98
Jean-Daniel Fekete,2012,34,"INRIA, France",53e9a825b7602d970316dd98
Daniel Weiskopf,2004,76,"Univ Stuttgart, Inst Visualizat & Interact Syst, D-7000 Stuttgart, Germany",53e9a841b7602d9703186746
Tobias Schafhitzel,2004,76,"Univ Stuttgart, Inst Visualizat & Interact Syst, D-7000 Stuttgart, Germany",53e9a841b7602d9703186746
Thomas Ertl,2004,76,"Univ Stuttgart, Inst Visualizat & Interact Syst, D-7000 Stuttgart, Germany",53e9a841b7602d9703186746
Alexander Hinneburg,1999,560,"Univ Halle Wittenberg, Inst Comp Sci, Kurt Mothes Str 1, D-06120 Halle, Saale, Germany",53e9a848b7602d970318ec79
Daniel A. Keim,1999,560,"Univ Halle Wittenberg, Inst Comp Sci, D-06120 Halle, Saale, Germany",53e9a848b7602d970318ec79
Ji Soo Yi,2008,269,"Georgia Institute of Technology, Atlanta, GA",53e9a848b7602d970318ffcf
Youn-ah Kang,2008,269,"GVU Center Georgia Institute of Technology, NW Atlanta, GA",53e9a848b7602d970318ffcf
John T. Stasko,2008,269,"GVU Center Georgia Institute of Technology, NW Atlanta, GA",53e9a848b7602d970318ffcf
Julie A. Jacko,2008,269,"University of Minnesota, Minneapolis, MN",53e9a848b7602d970318ffcf
Benjamin B. Bederson,2003,170,"University of Maryland, College Park, MD",53e9a848b7602d9703193355
Bongshin Lee,2003,170,"University of Maryland, College Park, MD",53e9a848b7602d9703193355
Robert M. Sherman,2003,170,"University of Maryland, College Park, MD",53e9a848b7602d9703193355
Paul S. Herrnson,2003,170,"University of Maryland, College Park, MD",53e9a848b7602d9703193355
Richard G. Niemi,2003,170,"University of Rochester, Rochester, NY",53e9a848b7602d9703193355
Robert Krueger,2014,79,"Inst. for Visualization & Interactive Syst. (VIS), Univ. Stuttgart, Stuttgart, Germany|c|",53e9a848b7602d970319416f
Dennis Thom,2014,79,"Univ Stuttgart, Inst Visualizat & Interact Syst VIS, Stuttgart, Germany",53e9a848b7602d970319416f
Thomas Ertl,2014,79,"Univ Stuttgart, Inst Visualizat & Interact Syst VIS, Stuttgart, Germany",53e9a848b7602d970319416f
Peter Hastreiter,1999,8,(University of Erlangen-Nuremberg),53e9a89bb7602d97031e6c05
Christof Rezk-salama,1999,8,(University of Erlangen-Nuremberg),53e9a89bb7602d97031e6c05
Bernd Tomandl,1999,8,(University of Erlangen-Nuremberg),53e9a89bb7602d97031e6c05
K. Eberhardt,1999,8,(University of Erlangen-Nuremberg),53e9a89bb7602d97031e6c05
Thomas Ertl,1999,8,(University of Erlangen-Nuremberg),53e9a89bb7602d97031e6c05
Daniel Weiskopf,2005,43,"Institute of Visualization and Interactive Systems, University of Stuttgart",53e9a8aab7602d97031f8492
Tobias Schafhitzel,2005,43,"Institute of Visualization and Interactive Systems, University of Stuttgart",53e9a8aab7602d97031f8492
Thomas Ertl,2005,43,"Institute of Visualization and Interactive Systems, University of Stuttgart",53e9a8aab7602d97031f8492
Franz Wanner,2011,17,"University of Konstanz, Konstanz, Germany",53e9a8aab7602d97031faa3b
Thomas Ramm,2011,17,"University of Konstanz, Konstanz, Germany",53e9a8aab7602d97031faa3b
Daniel A. Keim,2011,17,"University of Konstanz, Konstanz, Germany",53e9a8aab7602d97031faa3b
David S. Ebert,2014,2,"Purdue Univ., West Lafayette, IN, USA|c|",53e9a8c5b7602d9703216197
Thomas Ertl,2014,2,,53e9a8c5b7602d9703216197
Kelly Gaither,2014,2,,53e9a8c5b7602d9703216197
Jeffrey Heer,2012,97,Stanford University,53e9a8f9b7602d97032487e1
Sean Kandel,2012,97,Stanford University,53e9a8f9b7602d97032487e1
Thomas Ertl,1993,5,Lehr- und Forschungsbereich Theoretische Astrophysik Universität Tübingen Auf der Morgenstelle 10 D-72076 Tübingen Germany,53e9a905b7602d9703254c93
Hanns Ruder,1993,5,Lehr- und Forschungsbereich Theoretische Astrophysik Universität Tübingen Auf der Morgenstelle 10 D-72076 Tübingen Germany,53e9a905b7602d9703254c93
R. Allrutz,1993,5,Lehr- und Forschungsbereich Theoretische Astrophysik Universität Tübingen Auf der Morgenstelle 10 D-72076 Tübingen Germany,53e9a905b7602d9703254c93
K. Gruber,1993,5,Lehr- und Forschungsbereich Theoretische Astrophysik Universität Tübingen Auf der Morgenstelle 10 D-72076 Tübingen Germany,53e9a905b7602d9703254c93
Michael Günther,1993,5,Lehr- und Forschungsbereich Theoretische Astrophysik Universität Tübingen Auf der Morgenstelle 10 D-72076 Tübingen Germany,53e9a905b7602d9703254c93
F. Hospach,1993,5,Lehr- und Forschungsbereich Theoretische Astrophysik Universität Tübingen Auf der Morgenstelle 10 D-72076 Tübingen Germany,53e9a905b7602d9703254c93
Michael Ruder,1993,5,Lehr- und Forschungsbereich Theoretische Astrophysik Universität Tübingen Auf der Morgenstelle 10 D-72076 Tübingen Germany,53e9a905b7602d9703254c93
J. Subke,1993,5,Lehr- und Forschungsbereich Theoretische Astrophysik Universität Tübingen Auf der Morgenstelle 10 D-72076 Tübingen Germany,53e9a905b7602d9703254c93
K. Widmayer,1993,5,Lehr- und Forschungsbereich Theoretische Astrophysik Universität Tübingen Auf der Morgenstelle 10 D-72076 Tübingen Germany,53e9a905b7602d9703254c93
Daniel A. Keim,1999,4,"Database & Visualization Group, Halle Univ., Germany|c|",53e9a90db7602d970325f65c
Eleftherios E. Koutsofios,1999,4,,53e9a90db7602d970325f65c
Stephen C. North,1999,4,,53e9a90db7602d970325f65c
Cody Dunne,2012,149,"Microsoft Research, Redmond, WA & University of Maryland, Coloege Park, MD, United States",53e9a922b7602d97032725af
Nathalie Henry Riche,2012,149,"Microsoft Research, Redmond, Washington, United States",53e9a922b7602d97032725af
Bongshin Lee,2012,149,"Microsoft Research, Redmond, Washington, United States",53e9a922b7602d97032725af
Ronald Metoyer,2012,149,"Oregon State University, Corvallis, Oregon & Microsoft Research, Redmond, WA, United States",53e9a922b7602d97032725af
George Robertson,2012,149,"Microsoft Research, Redmond, Washington, United States",53e9a922b7602d97032725af
Michael Raschke,2014,6,"University of Stuttgart, Stuttgart, Germany",53e9a922b7602d9703275065
Stefan Strohmaier,2014,6,"University of Stuttgart, Stuttgart, Germany",53e9a922b7602d9703275065
Tanja Blascheck,2014,6,"University of Stuttgart, Stuttgart, Germany",53e9a922b7602d9703275065
Thomas Ertl,2014,6,"University of Stuttgart, Stuttgart, Germany",53e9a922b7602d9703275065
Robert Krüger,2013,101,"University of Stuttgart, Germany",53e9a937b7602d970328ab09
Dennis Thom,2013,101,"University of Stuttgart, Germany",53e9a937b7602d970328ab09
Michael Wörner,2013,101,"University of Stuttgart, Germany",53e9a937b7602d970328ab09
Harald Bosch,2013,101,"University of Stuttgart, Germany",53e9a937b7602d970328ab09
Thomas Ertl,2013,101,"University of Stuttgart, Germany",53e9a937b7602d970328ab09
Mike Eissele,2009,1,,53e9a94bb7602d970329e581
Harald Sanftmann,2009,1,,53e9a94bb7602d970329e581
Thomas Ertl,2009,1,,53e9a94bb7602d970329e581
Daniel A. Keim,2005,18,"Department of Computer and Information Science, University of Konstanz, Germany",53e9a94cb7602d97032a2a78
Florian Mansmann,2005,18,"Department of Computer and Information Science, University of Konstanz, Germany",53e9a94cb7602d97032a2a78
Christian Panse,2005,18,"Department of Computer and Information Science, University of Konstanz, Germany",53e9a94cb7602d97032a2a78
Jörn Schneidewind,2005,18,"Department of Computer and Information Science, University of Konstanz, Germany",53e9a94cb7602d97032a2a78
Mike Sips,2005,18,"Department of Computer and Information Science, University of Konstanz, Germany",53e9a94cb7602d97032a2a78
Florian Mansmann,2005,2,,53e9a957b7602d97032ad355
Tobias Schreck,2005,2,,53e9a957b7602d97032ad355
Daniel A. Keim,2005,2,,53e9a957b7602d97032ad355
Stefan Berchtold,1997,11,,53e9a957b7602d97032ad92c
Daniel A. Keim,1997,11,,53e9a957b7602d97032ad92c
Hans-peter Kriegel,1997,11,,53e9a957b7602d97032ad92c
Thomas Ertl,2005,0,,53e9a958b7602d97032af284
Andreas Schilling,2008,9,"Univ Stuttgart, Visualizat Res Ctr VISUS, D-7000 Stuttgart, Germany",53e9a95db7602d97032b5603
Katrin Bidmon,2008,9,"Univ Stuttgart, Visualizat Res Ctr VISUS, D-7000 Stuttgart, Germany",53e9a95db7602d97032b5603
Ove Sommer,2008,9,"Sci Comp Ag, Tubingen, Germany",53e9a95db7602d97032b5603
Thomas Ertl,2008,9,"Univ Stuttgart, Visualizat Res Ctr VISUS, D-7000 Stuttgart, Germany",53e9a95db7602d97032b5603
Albert Badre,1992,50,"GEORGIA INST TECHNOL, COLL COMP, CTR GRAPH VISUALIZAT & USABIL, ATLANTA, GA 30332 USA",53e9a995b7602d97032f263b
Margaret Beranek,1992,50,,53e9a995b7602d97032f263b
J. Morgan Morris,1992,50,,53e9a995b7602d97032f263b
John T. Stasko,1992,50,,53e9a995b7602d97032f263b
Mike Eissele,2008,16,University of Stuttgart,53e9a9b7b7602d97033123be
Matthias Kreiser,2008,16,University of Stuttgart,53e9a9b7b7602d97033123be
Thomas Ertl,2008,16,University of Stuttgart,53e9a9b7b7602d97033123be
Daniel Weiskopf,2001,95,,53e9a9b8b7602d97033193b5
Matthias Hopf,2001,95,,53e9a9b8b7602d97033193b5
Thomas Ertl,2001,95,,53e9a9b8b7602d97033193b5
Daniel Weiskopf,2004,74,University of Stuttgart,53e9a9d3b7602d970332fe88
Thomas Ertl,2004,74,University of Stuttgart,53e9a9d3b7602d970332fe88
Byungki Byun,2011,21,"Microsoft Research, Redmond, WA, 98052, USA",53e9a9ebb7602d9703352673
Anurag Awasthi,2011,21,"Microsoft Research, Redmond, WA, 98052, USA",53e9a9ebb7602d9703352673
Philip A. Chou,2011,21,"Microsoft Research, Redmond, WA, 98052, USA",53e9a9ebb7602d9703352673
Ashish Kapoor,2011,21,"Microsoft Research, Redmond, WA, 98052, USA",53e9a9ebb7602d9703352673
Bongshin Lee,2011,21,"Microsoft Research, Redmond, WA, 98052, USA",53e9a9ebb7602d9703352673
Mary Czerwinski,2011,21,"Microsoft Research, Redmond, WA, 98052, USA",53e9a9ebb7602d9703352673
Joachim Diepstraten,2004,4,,53e9a9f0b7602d9703356621
Thomas Ertl,2004,4,,53e9a9f0b7602d9703356621
Matthias Hopf,2003,116,"University of Stuttgart, Germany",53e9a9f6b7602d970335d325
Thomas Ertl,2003,116,"University of Stuttgart, Germany",53e9a9f6b7602d970335d325
Rahul C. Basole,2012,26,Georgia Institute of Technology,53e9a9fdb7602d9703369396
Mengdie Hu,2012,26,Georgia Institute of Technology,53e9a9fdb7602d9703369396
Pritesh Patel,2012,26,Georgia Institute of Technology,53e9a9fdb7602d9703369396
John T. Stasko,2012,26,Georgia Institute of Technology,53e9a9fdb7602d9703369396
Jeffrey Heer,2012,161,"Stanford University, Stanford, California, United States",53e9aa08b7602d97033713dd
Maureen Stone,2012,161,"Tableau Software, Seattle, Washington, United States",53e9aa08b7602d97033713dd
Stefan Berchtold,2000,11,,53e9aa24b7602d9703391441
Daniel A. Keim,2000,11,,53e9aa24b7602d9703391441
Daniel A. Keim,2006,15,,53e9aa61b7602d97033d75bb
George G. Robertson,2006,15,,53e9aa61b7602d97033d75bb
Jim J. Thomas,2006,15,,53e9aa61b7602d97033d75bb
Jarke J. van Wijk,2006,15,,53e9aa61b7602d97033d75bb
Klaus Engel,2000,0,,53e9aa8eb7602d9703405cad
Frank Oellien,2000,0,,53e9aa8eb7602d9703405cad
Thomas Ertl,2000,0,,53e9aa8eb7602d9703405cad
Wolf-Dietrich Ihlenfeldt,2000,0,,53e9aa8eb7602d9703405cad
Daniel Weiskopf,2002,109,"Visualization and Interactive Systems Group, University of Stuttgart, Germany",53e9aac2b7602d970343e3c2
Klaus Engel,2002,109,"Visualization and Interactive Systems Group, University of Stuttgart, Germany",53e9aac2b7602d970343e3c2
Thomas Ertl,2002,109,"Visualization and Interactive Systems Group, University of Stuttgart, Germany",53e9aac2b7602d970343e3c2
Christopher D. Carothers,1997,31,"College of Computing, Georgia Institute of Technology, Atlanta, Georgia",53e9aac2b7602d970343e5de
Brad Topol,1997,31,"College of Computing, Georgia Institute of Technology, Atlanta, Georgia",53e9aac2b7602d970343e5de
Richard M. Fujimoto,1997,31,"College of Computing, Georgia Institute of Technology, Atlanta, Georgia",53e9aac2b7602d970343e5de
John T. Stasko,1997,31,"College of Computing, Georgia Institute of Technology, Atlanta, Georgia",53e9aac2b7602d970343e5de
Vaidy Sunderam,1997,31,"Department of Mathematics and Computer Science, Emory University, Atlanta, Georgia",53e9aac2b7602d970343e5de
Daniel A. Keim,1992,19,"Institut für Informatik, Universität München, München",53e9aacab7602d9703446128
Vincent Lum,1992,19,"Systems Engineering, Chinese University, Shatin, Honkong",53e9aacab7602d9703446128
Stefan Berchtold,1997,95,"Institute for Computer Science, University of Munich, Oettingenstr. 67, D-80538 Munich, Germany/ {berchtol,keim,kriegel}@dbs.informatik.uni-muenchen.de",53e9aadfb7602d9703461883
Daniel A. Keim,1997,95,"Institute for Computer Science, University of Munich, Oettingenstr. 67, D-80538 Munich, Germany/ {berchtol,keim,kriegel}@dbs.informatik.uni-muenchen.de",53e9aadfb7602d9703461883
Hans-Peter Kriegel,1997,95,"Institute for Computer Science, University of Munich, Oettingenstr. 67, D-80538 Munich, Germany/ {berchtol,keim,kriegel}@dbs.informatik.uni-muenchen.de",53e9aadfb7602d9703461883
Wenli Cai,1998,30,,53e9aaecb7602d970346d8b5
Georgios Sakas,1998,30,,53e9aaecb7602d970346d8b5
Roberto Grosso,1998,30,,53e9aaecb7602d970346d8b5
Thomas Ertl,1998,30,,53e9aaecb7602d970346d8b5
Andre Burkovski,2011,2,,53e9aaecb7602d970346e737
Benjamin Höferlin,2011,2,,53e9aaecb7602d970346e737
Michael Raschke,2011,2,,53e9aaecb7602d970346e737
Thomas Ertl,2011,2,,53e9aaecb7602d970346e737
Kyle Koh,2010,140,Seoul National University,53e9aaecb7602d9703470dc0
Bongshin Lee,2010,140,Microsoft Research,53e9aaecb7602d9703470dc0
Bohyoung Kim,2010,140,Seoul National University,53e9aaecb7602d9703470dc0
Jinwook Seo,2010,140,Seoul National University,53e9aaecb7602d9703470dc0
Thomas Ertl,2001,64,,53e9ab0db7602d970348ffed
Kenneth I. Joy,2001,64,,53e9ab0db7602d970348ffed
Amitabh Varshney,2001,64,,53e9ab0db7602d970348ffed
Ralf P. Botchen,2008,59,"Universität Stuttgart , Stuttgart",53e9ab0db7602d97034905cb
Sven Bachthaler,2008,59,"Universität Stuttgart, Stuttgart",53e9ab0db7602d97034905cb
Fabian Schick,2008,59,"Universität Stuttgart, Stuttgart",53e9ab0db7602d97034905cb
Min Chen,2008,59,"Swansea University, Swansea",53e9ab0db7602d97034905cb
Greg Mori,2008,59,"Simon Fraser University, Vancouver",53e9ab0db7602d97034905cb
Daniel Weiskopf,2008,59,"Universität Stuttgart, Stuttgart",53e9ab0db7602d97034905cb
Thomas Ertl,2008,59,"Universität Stuttgart, Stuttgart",53e9ab0db7602d97034905cb
Gennady L. Andrienko,2009,35,,53e9ab4fb7602d97034e2415
Natalia V. Andrienko,2009,35,,53e9ab4fb7602d97034e2415
Peter Bak,2009,35,,53e9ab4fb7602d97034e2415
Slava Kisilevich,2009,35,,53e9ab4fb7602d97034e2415
Daniel A. Keim,2009,35,,53e9ab4fb7602d97034e2415
Manfred Weiler,2003,263,"University of Stuttgart, Germany",53e9ab6fb7602d970350fe9b
Martin Kraus,2003,263,"University of Stuttgart, Germany",53e9ab6fb7602d970350fe9b
Markus Merz,2003,263,"University of Stuttgart, Germany",53e9ab6fb7602d970350fe9b
Thomas Ertl,2003,263,"University of Stuttgart, Germany",53e9ab6fb7602d970350fe9b
John T. Stasko,2008,18,"Georgia Institute of Technology, Atlanta, GA",53e9ab6fb7602d9703511734
Bernhard Schmitz,2013,6,"Universität Stuttgart, Stuttgart, Germany",53e9ab89b7602d9703531e6d
Thomas Ertl,2013,6,"Universität Stuttgart, Stuttgart, Germany",53e9ab89b7602d9703531e6d
Simon Stegmaier,2005,18,"Institute for Visualization and Interactive Systems University of Stuttgart, Universitätsstraße 38, 70569 Stuttgart, Germany. E-mail: stegmaier@vis.uni-stuttgart.de, ertl@vis.uni-stuttga ...",53e9ab97b7602d97035417ed
Thomas Ertl,2005,18,"Institute for Visualization and Interactive Systems University of Stuttgart, Universitätsstraße 38, 70569 Stuttgart, Germany. E-mail: stegmaier@vis.uni-stuttgart.de, ertl@vis.uni-stuttga ...",53e9ab97b7602d97035417ed
Alexander Hinneburg,2000,779,,53e9ab97b7602d97035441f3
Charu C. Aggarwal,2000,779,,53e9ab97b7602d97035441f3
Daniel A. Keim,2000,779,,53e9ab97b7602d97035441f3
Daniel A. Keim,2004,0,,53e9ab9eb7602d9703547075
Wolfgang Lehner,2004,0,,53e9ab9eb7602d9703547075
D. Scott McCrickard,2003,162,"Department of Computer Science, Virginia Polytechnic Institute and State University, Blacksburg, VA",53e9ab9eb7602d970354baa1
Richard Catrambone,2003,162,"Department of Psychology, Georgia Institute of Technology, Atlanta, GA",53e9ab9eb7602d970354baa1
C. M. Chewar,2003,162,"Department of Computer Science, Virginia Polytechnic Institute and State University, Blacksburg, VA",53e9ab9eb7602d970354baa1
John T. Stasko,2003,162,"College of Computing and GVU Center, Georgia Institute of Technology, Atlanta, GA",53e9ab9eb7602d970354baa1
Steffen Koch,2009,54,,53e9abb2b7602d9703560878
Harald Bosch,2009,54,,53e9abb2b7602d9703560878
Mark Giereth,2009,54,,53e9abb2b7602d9703560878
Thomas Ertl,2009,54,,53e9abb2b7602d9703560878
Daniel Weiskopf,2005,36,"Simon Fraser Univ, GrUVi Lab, Burnaby, BC V5A 1S6, Canada",53e9abb9b7602d9703567f71
Frederik Schramm,2005,36,"Simon Fraser Univ, GrUVi Lab, Burnaby, BC V5A 1S6, Canada",53e9abb9b7602d9703567f71
Gordon Erlebacher,2005,36,"Simon Fraser Univ, GrUVi Lab, Burnaby, BC V5A 1S6, Canada",53e9abb9b7602d9703567f71
Thomas Ertl,2005,36,"Simon Fraser Univ, GrUVi Lab, Burnaby, BC V5A 1S6, Canada",53e9abb9b7602d9703567f71
Jeffrey Heer,2009,13,Stanford University,53e9abc9b7602d970357aa1b
Joseph M. Hellerstein,2009,13,UC Berkeley,53e9abc9b7602d970357aa1b
Manfred Weiler,2004,16,Corresponding author,53e9abc9b7602d970357abb5
Thomas Klein,2004,16,"Institute of Visualization and Interactive Systems, University of Stuttgart, Universitätsstrasse 38, Stuttgart 70569, Germany",53e9abc9b7602d970357abb5
Thomas Ertl,2004,16,"Institute of Visualization and Interactive Systems, University of Stuttgart, Universitätsstrasse 38, Stuttgart 70569, Germany",53e9abc9b7602d970357abb5
Jeffrey Heer,2002,140,"Xerox Palo Alto Research Center, Palo Alto CA",53e9abd4b7602d970358b8c3
Ed H. Chi,2002,140,"Xerox Palo Alto Research Center, Palo Alto CA",53e9abd4b7602d970358b8c3
Daniel A. Keim,2002,45,"AT&T Shannon Lab, Florham Pk, NJ 07932 USA",53e9abf1b7602d97035ae195
Stephen C. North,2002,45,"AT&T Shannon Lab, Florham Pk, NJ 07932 USA",53e9abf1b7602d97035ae195
Christian Panse,2002,45,"AT&T Shannon Lab, Florham Pk, NJ 07932 USA",53e9abf1b7602d97035ae195
Jörn Schneidewind,2002,45,"AT&T Shannon Lab, Florham Pk, NJ 07932 USA",53e9abf1b7602d97035ae195
Bongshin Lee,2005,7,"Human-Computer Interaction Laboratory, Computer Science Department, University of Maryland, College Park, MD",53e9abf1b7602d97035ae5f5
Cynthia Sims Parr,2005,7,"Human-Computer Interaction Laboratory, Computer Science Department, University of Maryland, College Park, MD",53e9abf1b7602d97035ae5f5
Catherine Plaisant,2005,7,"Human-Computer Interaction Laboratory, Computer Science Department, University of Maryland, College Park, MD",53e9abf1b7602d97035ae5f5
Benjamin B. Bederson,2005,7,"Human-Computer Interaction Laboratory, Computer Science Department, University of Maryland, College Park, MD",53e9abf1b7602d97035ae5f5
Ashok Goel,2009,1,,53e9abf1b7602d97035b2af5
Emile L. Morse,2009,1,,53e9abf1b7602d97035b2af5
Anita Raja,2009,1,,53e9abf1b7602d97035b2af5
Jean Scholtz,2009,1,,53e9abf1b7602d97035b2af5
John T. Stasko,2009,1,,53e9abf1b7602d97035b2af5
Daniel Weiskopf,2005,10,,53e9abf7b7602d97035b6547
Ralf P. Botchen,2005,10,,53e9abf7b7602d97035b6547
Thomas Ertl,2005,10,,53e9abf7b7602d97035b6547
Christoph Lürig,1998,19,"Univ. Erlangen-Nürnberg, Germany",53e9ac18b7602d97035d9add
Thomas Ertl,1998,19,"Univ. Erlangen-Nürnberg, Germany",53e9ac18b7602d97035d9add
Colleen M. Kehoe,2001,286,"Graphics, Visualization, and Usability Center College of Computing, Georgia Institute of Technology, Atlanta, GA, 30332-0280, USAf1colleen,stasko,ataylor@cc.gatech.eduf1",53e9ac18b7602d97035d99bb
John T. Stasko,2001,286,"Graphics, Visualization, and Usability Center College of Computing, Georgia Institute of Technology, Atlanta, GA, 30332-0280, USAf1colleen,stasko,ataylor@cc.gatech.eduf1",53e9ac18b7602d97035d99bb
Ashley Taylor,2001,286,"Graphics, Visualization, and Usability Center College of Computing, Georgia Institute of Technology, Atlanta, GA, 30332-0280, USAf1colleen,stasko,ataylor@cc.gatech.eduf1",53e9ac18b7602d97035d99bb
Daniela Oelke,2012,63,"University of Konstanz, Konstanz",53e9ac19b7602d97035dd318
David Spretke,2012,63,"University of Konstanz, Konstanz",53e9ac19b7602d97035dd318
Andreas Stoffel,2012,63,"University of Konstanz, Konstanz",53e9ac19b7602d97035dd318
Daniel A. Keim,2012,63,"University of Konstanz, Konstanz",53e9ac19b7602d97035dd318
Sudheendra Hangal,2011,87,"Stanford University, Stanford, CA, USA",53e9ac21b7602d97035e343f
Monica S. Lam,2011,87,"Stanford University, Stanford, CA, USA",53e9ac21b7602d97035e343f
Jeffrey Heer,2011,87,"Stanford University, Stanford, CA, USA",53e9ac21b7602d97035e343f
Martin Rotard,2008,56,"Visualization and Interactive Systems Institute, Universität Stuttgart, Stuttgart, Germany 70569",53e9ac2eb7602d97035f5501
Christiane Taras,2008,56,"Visualization and Interactive Systems Institute, Universität Stuttgart, Stuttgart, Germany 70569",53e9ac2eb7602d97035f5501
