name,year,citationcount,affiliation
Matthias Zeppelzauer,2021,5,"St Polten Univ Appl Sci, St Polten, Austria"
Michael Sedlmair,2021,5,"Univ Stuttgart, Stuttgart, Germany"
Tamara Munzner,2021,5,"Univ British Columbia, Vancouver, BC, Canada"
Dakuo Wang,2021,7,"IBM Research, United States"
Pattie Maes,2021,7,"Massachusetts Institute of Technology, USA"
Xiangshi Ren,2021,7,"Kochi University of Technology, Japan"
Ben Shneiderman,2021,7,"University of Maryland, USA"
Yuanchun Shi,2021,7,"Tsinghua University, China"
Qianying Wang,2021,7,"Lenovo, China"
Junhua Lu,2021,3,"State Key Lab of CAD&CG, Zhejiang University"
Wei Chen,2021,3,"State Key Lab of CAD&CG, Zhejiang University"
Hui Ye,2021,3,"State Key Lab of CAD&CG, Zhejiang University"
Jie Wang,2021,3,"State Key Lab of CAD&CG, Zhejiang University"
Honghui Mei,2021,3,Alibaba Group
Yuhui Gu,2021,3,"State Key Lab of CAD&CG, Zhejiang University"
Yingcai Wu,2021,3,"State Key Lab of CAD&CG, Zhejiang University"
Xiaolong Luke Zhang,2021,3,Pennsylvania State University
Kwan-Liu Ma,2021,3,"University of California, Davis"
Xiaoyu Zhang,2021,5,"University of California, Davis"
Takanori Fujiwara,2021,5,"University of California, Davis"
Senthil Chandrasegaran,2021,5,Delft University of Technology
Michael P. Brundage,2021,5,National Institute of Standards and Technology
Thurston Sexton,2021,5,National Institute of Standards and Technology
Alden Dima,2021,5,National Institute of Standards and Technology
Kwan-Liu Ma,2021,5,"University of California, Davis"
Furui Cheng,2022,12,"Hong Kong University of Science and Technology, China"
Dongyu Liu,2022,12,"Massachusetts Institute of Technology, USA"
Fan Du,2022,12,"Adobe Research, USA"
Yanna Lin,2022,12,"Hong Kong University of Science and Technology, China"
Alexandra Zytek,2022,12,"Massachusetts Institute of Technology, USA"
Haomin Li,2022,12,"Children's Hospital of Zhejiang University School of Medicine, China"
Huamin Qu,2022,12,"Hong Kong University of Science and Technology, China"
Kalyan Veeramachaneni,2022,12,"Massachusetts Institute of Technology, USA"
Yifang Wang,2022,7,"State Key Lab of CAD&CG, Zhejiang University and the Hong Kong University of Science and Technology, China"
Tai-Quan Peng,2022,7,"Michigan State University, China"
Huihua Lu,2022,7,"State Key Lab of CAD&CG, Zhejiang University, China"
Haoren Wang,2022,7,"State Key Lab of CAD&CG, Zhejiang University, China"
Xiao Xie,2022,7,"Zhejiang University, China"
Yingcai Wu,2022,7,"State Key Lab of CAD&CG, Zhejiang University, China"
Ben Shneiderman,2021,0,"University of Maryland, College Park, MD, USA"
Susanne M. Humphrey,1993,0,"National Library of Medicine Bethesda, MD"
Ben Shneiderman,1993,0,"University of Maryland, College Park, MD 20742, U.S.A"
Zipeng Liu,2022,0,"College of Software, Beihang University, Beijing, China"
Yang Wang,2022,0,"Facebook Inc., Menlo Park, CA, USA"
Jürgen Bernard,2022,0,"University of Zurich, Zürich, Switzerland"
Tamara Munzner,2022,0,"University of British Columbia, Vancouver, BC, Canada"
Takanori Fujiwara,2022,9,"University of California, Davis, United States"
Xinhai Wei,2022,9,"University of Waterloo, Canada"
Jian Zhao,2022,9,"University of Waterloo, Canada"
Kwan-Liu Ma,2022,9,"University of California, Davis, United States"
Xingbo Wang,2022,1,"Hong Kong University of Science and Technology, Hong Kong"
Yao Ming,2022,1,"Bloomberg LP, New York, NY, USA"
Tongshuang Wu,2022,1,"University of Washington, Seattle, WA, USA"
Haipeng Zeng,2022,1,"Sun Yat-sen University, Guangzhou, China"
Yong Wang,2022,1,"Singapore Management University, Singapore, Singapore"
Huamin Qu,2022,1,"Hong Kong University of Science and Technology, Hong Kong"
Aoyu Wu,2022,14,"Hong Kong University of Science and Technology, Hong Kong"
Yun Wang,2022,14,"Microsoft Research Area, United States"
Mengyu Zhou,2022,14,"Microsoft Research Area, United States"
Xinyi He,2022,14,"Microsoft Research Area, United States"
Haidong Zhang,2022,14,"Microsoft Research Area, United States"
Huamin Qu,2022,14,"Hong Kong University of Science and Technology, Hong Kong"
Dongmei Zhang,2022,14,"Microsoft Research Area, United States"
Xingbo Wang,2022,16,"University of Science and Technology, United States"
Jianben He,2022,16,"University of Science and Technology, United States"
Zhihua Jin,2022,16,"University of Science and Technology, United States"
Muqiao Yang,2022,16,"Carnegie Mellon University, United States"
Yong Wang,2022,16,"Carnegie Mellon University, United States"
Huamin Qu,2022,16,"University of Science and Technology, United States"
Haotian Li,2022,17,"Hong Kong University of Science and Technology and Singapore Management University, Hong Kong"
Yong Wang,2022,17,"Singapore Management University, Singapore"
Songheng Zhang,2022,17,"Singapore Management University, Singapore"
Yangqiu Song,2022,17,"Hong Kong University of Science and Technology, Hong Kong"
Aoyu Wu,2022,34,"Hong Kong University of Science and Technology, Hong Kong"
Yun Wang,2022,34,"Microsoft Research Asia, Beijing, China"
Xinhuan Shu,2022,34,"Hong Kong University of Science and Technology, Hong Kong"
Dominik Moritz,2022,34,"Carnegie Mellon University, Pittsburgh, PA, USA"
Weiwei Cui,2022,34,"Microsoft Research Asia, Beijing, China"
Haidong Zhang,2022,34,"Microsoft Research Asia, Beijing, China"
Dongmei Zhang,2022,34,"Microsoft Research Asia, Beijing, China"
Huamin Qu,2022,34,"Hong Kong University of Science and Technology, Hong Kong"
Anamaria Crisan,2022,6,"Tableau Research, Seattle, WA, USA"
Shannah E Fisher,2022,6,"University of British Columbia, Vancouver, BC, Canada"
Jennifer L. Gardy,2022,6,"Gates Foundation, Seattle, WA, USA"
Tamara Munzner,2022,6,"University of British Columbia, Vancouver, BC, Canada"
Yiran Li,2021,0,"University of California, Davis"
Erin Musabandesu,2021,0,"University of California, Davis"
Takanori Fujiwara,2021,0,"University of California, Davis"
Frank J. Loge,2021,0,"University of California, Davis"
Kwan-Liu Ma,2021,0,"University of California, Davis"
Hayeong Song,2021,2,Georgia Institute of Technology
Yu Fu,2021,2,Georgia Institute of Technology
Bahador Saket,2021,2,Georgia Institute of Technology
John Stasko,2021,2,Georgia Institute of Technology
Leni Yang,2022,9,"Intelligent Big Data Visualization Lab at Tongji University, China"
Xian Xu,2022,9,"Hong Kong University of Science and Technology, China"
Xing Yu Lan,2022,9,"Intelligent Big Data Visualization Lab at Tongji University, China"
Ziyan Liu,2022,9,"Intelligent Big Data Visualization Lab at Tongji University, China"
Shunan Guo,2022,9,"Adobe Research, USA"
Yang Shi,2022,9,"Intelligent Big Data Visualization Lab at Tongji University, China"
Huamin Qu,2022,9,"Hong Kong University of Science and Technology, China"
Nan Cao,2022,9,"Intelligent Big Data Visualization Lab at Tongji University, China"
Zhutian Chen,2022,19,"State Key Lab of CAD & CG, Zhejiang University and Hong Kong University of Science and Technology, University of California, San Diego, United States"
Shuainan Ye,2022,19,"State Key Lab of CAD & CG, Zhejiang University, China"
Xiangtong Chu,2022,19,"State Key Lab of CAD & CG, Zhejiang University, China"
Haijun Xia,2022,19,"University of California, San Diego, United States"
Hui Zhang,2022,19,"Zhejiang University, China"
Huamin Qu,2022,19,"Hong Kong University of Science and Technology, Hong Kong"
Yingcai Wu,2022,19,"State Key Lab of CAD & CG, Zhejiang University, China"
Michael Oppermann,2022,1,"University of British Columbia, Canada"
Tamara Munzner,2022,1,"University of British Columbia, Canada"
Lukas Maximilian Masopust,2021,0,"University of California, Davis"
David Bauer,2021,0,"University of California, Davis"
Siyuan Yao,2021,0,"University of California, Davis"
Gregory Falco,2021,0,"Johns Hopkins Univ, Dept Civil & Syst Engn, Baltimore, MD 21218 USA"
Ben Shneiderman,2021,0,"Univ Maryland, Dept Comp Sci, College Pk, MD 20742 USA"
Julia Badger,2021,0,"NASA, Johnson Space Ctr, Houston, TX USA"
Ryan Carrier,2021,0,"ForHumanity, Thornwood, NY USA"
Anton Dahbura,2021,0,"Johns Hopkins Univ, Inst Assured Auton, Baltimore, MD 21218 USA"
David Danks,2021,0,"Carnegie Mellon Univ, Dept Philosophy, Pittsburgh, PA 15213 USA"
Martin Eling,2021,0,"Univ St Gallen, Inst Insurance Econ, Sch Finance, St Gallen, Switzerland"
Alwyn Goodloe,2021,0,"NASA, Langley Res Ctr, Hampton, VA 23665 USA"
Jerry Gupta,2021,0,"Swiss RE, Zurich, Switzerland"
Christopher Hart,2021,0,"Washington Metrorail Safety Commiss, Washington, DC USA"
Marina Jirotka,2021,0,"Univ Oxford, Dept Comp Sci, Oxford, England"
Henric Johnson,2021,0,"Stanford Univ, Wallenberg Res Link, Stanford, CA 94305 USA"
Cara Lapointe,2021,0,"Johns Hopkins Univ, Inst Assured Auton, Baltimore, MD 21218 USA"
Ashley J. Llorens,2021,0,"Johns Hopkins Univ, Appl Phys Lab, Baltimore, MD 21218 USA"
Alan K. Mackworth,2021,0,"Univ British Columbia, Dept Comp Sci, Vancouver, BC, Canada"
Carsten Maple,2021,0,"Univ Warwick, WMG, Coventry, W Midlands, England"
Sigurour Emil Palsson,2021,0,"Univ Iceland, Fac Phys Sci, Reykjavik, Iceland"
Frank Pasquale,2021,0,"Brooklyn Law Sch, New York, NY USA"
Alan Winfield,2021,0,"UWE, Bristol Robot Lab, Bristol, Avon, England"
Zee Kin Yeong,2021,0,"Infocomm Media Dev Author Singapore, Data Innovat & Protect Grp, Singapore, Singapore"
Michael Oppermann,2021,0,University of British Columbia
Luce Liu,2021,0,University of British Columbia
Tamara Munzner,2021,0,University of British Columbia
Xian Xu,2022,4,"Computational Media and Arts, The Hong Kong University of Science and Technology, China"
Leni Yang,2022,4,"Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, China"
David Yip,2022,4,"Computational Media and Arts, The Hong Kong University of Science and Technology, China"
Mingming Fan,2022,4,"Computational Media and Arts, Hong Kong University of Science and Technology, China"
Zheng Wei,2022,4,"Beijing Normal University, China"
Huamin Qu,2022,4,"Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, China"
Yun-Hsin Kuo,2022,0,"University of California, Davis"
Takanori Fujiwara,2022,0,"University of California, Davis"
Charles C. -K. Chou,2022,0,Academia Sinica
Chun-houh Chen,2022,0,Academia Sinica
Kwan-Liu Ma,2022,0,"University of California, Davis"
Haotian Li,2022,6,"Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, China and School of Computing and Information Systems, Singapore Management University, Singapore"
Yong Wang,2022,6,"School of Computing and Information Systems, Singapore Management University, Singapore"
Aoyu Wu,2022,6,"Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, China"
Huan Wei,2022,6,"Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, China"
Huamin Qu,2022,6,"Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, China"
Jürgen Bernard,2021,2,"University of British Columbia, Vancouver, Canada"
Marco Hutter,2021,2,"TU Darmstadt, Darmstadt, Germany"
Michael Sedlmair,2021,2,"University of Stuttgart, Stuttgart, Germany"
Matthias Zeppelzauer,2021,2,"St. Pölten University of Applied Sciences, St. Pölten, Austria"
Tamara Munzner,2021,2,"University of British Columbia, Vancouver, Canada"
Aoyu Wu,2022,4,"Department of Computer Science and Engineering, Hong Kong University of Science and Technology, China"
Wai Tong,2022,4,"Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, China"
Haotian Li,2022,4,"Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, China"
Dominik Moritz,2022,4,"Human-Computer Interaction Institute, Carnegie Mellon University, United States and Apple, United States"
Yong Wang,2022,4,"School of Computing and Information Systems, Singapore Management University, Singapore"
Xiwei Xuan,2022,3,"University of California, Davis, USA"
Xiaoyu Zhang,2022,3,"University of California, Davis, USA"
Oh-Hyun Kwon,2022,3,"University of California, Davis, USA"
Kwan-Liu Ma,2022,3,"University of California, Davis, USA"
Shilpika,2022,0,"University of California, Davis, USA"
Takanori Fujiwara,2022,0,"University of California, Davis, USA"
Naohisa Sakamoto,2022,0,"Kobe University, Japan"
Jorji Nonaka,2022,0,"RIKEN R-CCS, Japan"
Kwan-Liu Ma,2022,0,"University of California, Davis, USA"
Leo Yu-Ho Lo,2022,0,"Hong Kong Univ Sci & Technol, Hong Kong, Peoples R China"
Ayush Gupta,2022,0,"Hong Kong Univ Sci & Technol, Hong Kong, Peoples R China"
Kento Shigyo,2022,0,"Hong Kong Univ Sci & Technol, Hong Kong, Peoples R China"
Aoyu Wu,2022,0,"Hong Kong Univ Sci & Technol, Hong Kong, Peoples R China"
Enrico Bertini,2022,0,"Northeastern Univ, Boston, MA 02115 USA"
Huamin Qu,2022,0,"Hong Kong Univ Sci & Technol, Hong Kong, Peoples R China"
Emily Hindalong,2022,2,"University of British Columbia, Vancouver, BC, Canada"
Jordon Johnson,2022,2,"University of British Columbia, Vancouver, BC, Canada"
Giuseppe Carenini,2022,2,"University of British Columbia, Vancouver, BC, Canada"
Tamara Munzner,2022,2,"University of British Columbia, Vancouver, BC, Canada"
Kaely Hall,2022,0,"School of Interactive Computing, Georgia Institute of Technology, United States"
Dong Whi Yoo,2022,0,"School of Interactive Computing, Georgia Institute of Technology, United States"
Wenrui Zhang,2022,0,"School of Interactive Computing, Georgia Institute of Technology, United States"
Mehrab Bin Morshed,2022,0,"School of Interactive Computing, Georgia Institute of Technology, United States"
Vedant Das Swain,2022,0,"School of Interactive Computing, Georgia Institute of Technology, United States"
Gregory D. Abowd,2022,0,"Dept. of Electrical and Computer Engineering, Northeastern University, United States"
Munmun De Choudhury,2022,0,"School of Interactive Computing, Georgia Institute of Technology, United States"
Alex Endert,2022,0,"Georgia Institute of Technology, United States"
John Stasko,2022,0,"School of Interactive Computing, Georgia Institute of Technology, United States"
Jennifer G Kim,2022,0,"School of Interactive Computing, Georgia Institute of Technology, United States"
Yu Fu,2022,4,"School of Interactive Computing, Georgia Institute of Technology, United States"
John Stasko,2022,4,"School of Interactive Computing, Georgia Institute of Technology, United States"
Yanna Lin,2022,1,"The Hong Kong University of Science and Technology, Hong Kong SAR, China"
Wei Zeng,2022,1,"The Hong Kong University of Science and Technology (Guangzhou), Guangzhou, 511400, China"
Yu Ye,2022,1,"Tongji University, Shanghai, 200331, China"
Huamin Qu,2022,1,"The Hong Kong University of Science and Technology, Hong Kong SAR, China"
Ben Shneiderman,2022,0,"Univ Maryland, Dept Comp Sci, Brendan Iribe Ctr Comp Sci & Engn, College Pk, MD 20742 USA"
Reshika Palaniyappan Velumani,2022,0,"Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong and Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong"
Meng Xia,2022,0,"School of Computing, Korea Advanced Institute of Science and Technology, Republic of Korea and Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong"
Jun Han,2022,0,"Computer Science and Engineering, University of Notre Dame, United States and Computer Science and Engineering, University of Notre Dame, United States"
Chaoli Wang,2022,0,"Computer Science and Engineering, University of Notre Dame, United States and Computer Science and Engineering, University of Notre Dame, United States"
ALEXIS K LAU,2022,0,"Division of Environment and Sustainability, The Hong Kong Uni of Sci and Technology, Hong Kong and Division of Environment and Sustainability, The Hong Kong Uni of Sci and Technology, Hong Kong"
Huamin Qu,2022,0,"Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, China and Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, China"
Catherine Plaisant,2022,0,"University of Maryland, College Park, MD, USA"
Ben Shneiderman,2022,0,"University of Maryland, College Park, MD, USA"
Wai Tong,2022,0,"Hong Kong Univ Sci & Technol, Hong Kong, Peoples R China"
Haotian Li,2022,0,"Hong Kong Univ Sci & Technol, Hong Kong, Peoples R China"
Huan Wei,2022,0,"Hong Kong Univ Sci & Technol, Hong Kong, Peoples R China"
Liwenhan Xie,2022,0,"Hong Kong Univ Sci & Technol, Hong Kong, Peoples R China"
Yanna Lin,2022,0,"Hong Kong Univ Sci & Technol, Hong Kong, Peoples R China"
Keshav Dasu,2018,2,"University of California, Davis"
Takanori Fujiwara,2018,2,"University of California, Davis"
Yuanzhe Chen,2016,81,Hong Kong University of Science and Technology
Qing Chen,2016,81,Hong Kong University of Science and Technology
Mingqian Zhao,2016,81,Hong Kong University of Science and Technology
Sebastien Boyer,2016,81,Massachusetts Institute of Technology
